kunde_id,alder,maaneder_som_kunde,maanedspris_kr,ukentlig_bruk_timer,supporthenvendelser_6mnd,forsinkede_betalinger_12mnd,kontrakt,autotrekk,tilfredshet,churn
K1177,44,32,77.23,8.42,2,1,Maaned,Ja,5.43,0
K1178,39,42,87.53,6.33,0,2,Maaned,Ja,6.32,0
K1179,35,49,87.34,12.9,1,2,Maaned,Ja,6.98,0
K1180,53,38,59.95,10.71,1,0,To_aar,Ja,8.47,0
K1181,63,19,73.48,5.14,1,0,Ett_aar,Nei,5.91,0
K1182,57,51,81.42,9.69,2,0,Maaned,Nei,,0
K1183,62,7,60.27,12.45,3,0,Maaned,Ja,5.76,1
K1184,31,17,93.75,16.27,1,2,Maaned,Nei,,1
K1185,18,98,86.16,15.75,2,0,Maaned,Ja,4.35,0
K1186,22,32,70.25,,0,2,Maaned,Nei,7.03,0
K1187,63,49,83.46,4.7,0,0,Ett_aar,Ja,7.49,0
K1188,37,31,86.92,,3,1,Maaned,Nei,6.72,1
K1189,49,20,68.62,15.73,5,0,Maaned,Nei,4.59,1
K1190,37,89,69.63,13.89,1,0,To_aar,Ja,6.98,0
K1191,36,115,96.35,12.62,4,0,To_aar,Ja,,0
K1192,51,30,68.62,19.25,3,1,Maaned,Nei,5.69,0
K1193,58,46,79.62,15.13,2,2,Maaned,Ja,4.71,0
K1194,35,78,61.68,16.69,1,1,Ett_aar,Ja,6.72,0
K1195,,66,67.19,5.95,3,0,Ett_aar,Ja,,0
K1196,22,104,53.46,9.09,0,1,To_aar,Ja,7.39,0
K1197,41,66,59.1,12.46,3,0,To_aar,Ja,6.45,0
K1198,40,98,74.39,14.93,1,1,Maaned,Ja,8.12,0
K1199,54,72,61.03,9.08,0,1,Ett_aar,Ja,6.24,0
K1200,41,7,75.32,8.75,0,0,Maaned,Nei,8.59,0
